"Extension","File","Pattern"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\abap-DWbETETF.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\above-composer-suggestions-Cm2y7ZOh.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\am-B_MRxB_s.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\am-B_MRxB_s.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\am-B_MRxB_s.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\ambient-suggestion-apps-CLA0iGe3.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\ambient-suggestion-apps-CLA0iGe3.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\angular-html-ChCDmMs8.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\angular-ts-DNJkHcbS.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\apache-CnlleE6P.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\apex-Diyrmqfh.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-main-FqROzk9D.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-main-FqROzk9D.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-prefetch-impl-BfWLIi0L.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-prefetch-impl-BfWLIi0L.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-scope-DrEO_-1u.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-server-dynamic-tools-BlqIoy2u.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-server-manager-signals-DWk_M8GO.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-server-manager-signals-DWk_M8GO.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-server-manager-signals-DWk_M8GO.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-server-manager-signals-DWk_M8GO.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-shell-bottom-panel-scroll-sync-C_Aq-dLF.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-shell-CSTvpLem.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-shell-ref-Bu2ZxN75.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-shell-state-9tNd2dqH.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\app-shell-tab-controller-Dv9yratq.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\appearance-settings-C54uFP9X.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\appearance-settings-C54uFP9X.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\appgen-page-C4V9X0Gf.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\appgen-page-C4V9X0Gf.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\appgen-settings-page-DNAra0nN.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\applescript-DHugLj9J.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\ar-07uKpCjr.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\ar-07uKpCjr.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\ar-07uKpCjr.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\asciidoc-C8bXWVTg.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\automatic-approval-review-Dt7ZtXZ1.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\automation-dialog-DfbSYDKa.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\automation-schedule-vVzCCVvs.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\automation-shared-D6XcJvi9.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\automations-page-BC53ouoM.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\automations-page-BC53ouoM.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\avatar-overlay-featuregate-page-3g3LOjzA.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\avatar-overlay-native-page-DACsv__K.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\avatar-overlay-notifications-Bb17xqM3.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\avatar-overlay-notifications-Bb17xqM3.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\avatar-overlay-page-05lkW0AG.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bat-B1hFsoNS.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bat-B1hFsoNS.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bat-B1hFsoNS.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bg-BG-BjbVDRyh.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bg-BG-BjbVDRyh.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bg-BG-BjbVDRyh.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\blade-C0UYEaZO.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\blade-C0UYEaZO.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\blockDiagram-VD42YOAC-BqqVtq9W.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bn-BD-CsZIcE2o.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bn-BD-CsZIcE2o.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bn-BD-CsZIcE2o.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\browser-CYHoRP3s.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\browser-sidebar-hidden-background-webview-host-DHqwKhmg.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\browser-sidebar-hidden-browser-use-webview-host-l31Nywcc.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\browser-sidebar-manager-CN0Z4SMz.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bs-BA-Pq058OM1.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bs-BA-Pq058OM1.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bs-BA-Pq058OM1.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bs-BA-Pq058OM1.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bsl-BKiGFE5U.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\bundled-plugin-auto-install-preference-yBMmDlhG.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\ca-ES-DuH16sz0.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\ca-ES-DuH16sz0.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\ca-ES-DuH16sz0.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\ca-ES-DuH16sz0.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cadence-BTDBpTV0.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\catppuccin-frappe-gKUfnoXz.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\catppuccin-latte-DCNgTOkg.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\catppuccin-macchiato-BMBQggXz.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\catppuccin-mocha-CU1G79qE.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\chunk-ABZYJK2D-CB5mw9tp.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\chunk-B4BG7PRW-Ccqf03dW.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\chunk-DI55MBZ5-DkbgRyGB.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\chunk-FPAJGGOC-MuvkG0Bd.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\chunk-FWNWRKHM-BwdMpJEf.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\chunk-JA3XYJ7Z-BdSEIInt.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\chunk-JZLCHNYA-_1xiSkyR.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\chunk-MI3HLSF2-CqE4VrWU.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\chunk-S3R3BYOJ-C52jCxhr.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cmake-BdMyzBQb.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cobol-CCo7Y7UJ.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cobol-CCo7Y7UJ.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\codeql-BmWewkLf.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\codex-dark-C6DQEO2F.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\codex-light-Cgn-HX8t.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\codex-mobile-page-C29V9mUr.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\codex-mobile-setup-dialog-BpqygHRI.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\codex-mobile-setup-flow-BOvVkAja.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\coffee-EHfOGcMP.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\composer-controller-zzs9D-bF.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\composer-controller-zzs9D-bF.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\composer-DShZCRlm.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\composer-DShZCRlm.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\composer-DShZCRlm.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\composer-external-footer-xgS_9qYd.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\composer-top-menu-chrome-BMk8vgnJ.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\conversation-markdown-BstTN93N.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\conversation-starter-card-Bbsd6VBH.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cose-bilkent-S5V4N54A-NDgBHrLP.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\crystal-DFr-D7U8.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\crystal-DFr-D7U8.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cs-CZ-B5EwEDQR.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cs-CZ-B5EwEDQR.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cs-CZ-B5EwEDQR.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cs-CZ-B5EwEDQR.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\css-DcG0NxqI.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cytoscape.esm-Dim9xru3.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cytoscape.esm-Dim9xru3.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\cytoscape.esm-Dim9xru3.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\da-DK-CHn0STpl.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\da-DK-CHn0STpl.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\da-DK-CHn0STpl.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\da-DK-CHn0STpl.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\dark-plus-xsZ7T4S3.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\de-DE-Dy580vIw.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\de-DE-Dy580vIw.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\de-DE-Dy580vIw.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\de-DE-Dy580vIw.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\debug-modal-B4mmnlGQ.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\debug-modal-gZ39DVdh.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\debug-modal-gZ39DVdh.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\debug-window-page-BnB4nAnL.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\debug-window-page-BnB4nAnL.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\defaultLocale-miy1ayYn.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\desktop-Dco-j-fi.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\diagram-PSM6KHXK-DGtoOqMN.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\diff-unified-9K-hJJMt.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\dist-CLkZqjF-.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\dist-lViJkK7f.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\docker-BVnCo8oF.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\dracula-B8Stf-1p.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\dracula-soft-BCK1vo5L.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\dream-maker-DUweGv7S.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\el-GR-CDCxvIjm.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\el-GR-CDCxvIjm.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\el-GR-CDCxvIjm.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\el-GR-CDCxvIjm.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\elm-CC-wmhQk.js","pip"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\emacs-lisp-YMh3SCRe.js","spawn"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\emacs-lisp-YMh3SCRe.js","exec"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\emacs-lisp-YMh3SCRe.js","shell"
"openai.chatgpt-26.609.30741-win32-x64","C:\Users\enzo1\.vscode\extensions\openai.chatgpt-26.609.30741-win32-x64\webview\assets\emacs-lisp-YMh3SCRe.js","pip"
