"old_path","new_path","bucket","filename","bytes","action"
"operativa/archive/legacy-root/20260622/ACTA_CLOUD_CODEX_GOVERNED_20260622.md","operativa/archive/legacy-root/20260622/ACTA_CLOUD_CODEX_GOVERNED_20260622.md","20260622","ACTA_CLOUD_CODEX_GOVERNED_20260622.md","1038","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260615/ACTA_COBERTURA_ATOMICA_ENERGETICA_20260615.md","operativa/archive/legacy-root/20260615/ACTA_COBERTURA_ATOMICA_ENERGETICA_20260615.md","20260615","ACTA_COBERTURA_ATOMICA_ENERGETICA_20260615.md","1080","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260615/ACTA_CONSTITUTIVA_CIERRE_20260615_20260616.md","operativa/archive/legacy-root/20260615/ACTA_CONSTITUTIVA_CIERRE_20260615_20260616.md","20260615","ACTA_CONSTITUTIVA_CIERRE_20260615_20260616.md","8509","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260615/ACTA_CORTE_EJECUTORA_20260615.md","operativa/archive/legacy-root/20260615/ACTA_CORTE_EJECUTORA_20260615.md","20260615","ACTA_CORTE_EJECUTORA_20260615.md","1318","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260615/ACTA_DATAVERSE_SEGUNDA_PASADA_20260615.md","operativa/archive/legacy-root/20260615/ACTA_DATAVERSE_SEGUNDA_PASADA_20260615.md","20260615","ACTA_DATAVERSE_SEGUNDA_PASADA_20260615.md","1356","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260623/ACTA_DETECCION_G7_MULTIREPO_20260623.md","operativa/archive/legacy-root/20260623/ACTA_DETECCION_G7_MULTIREPO_20260623.md","20260623","ACTA_DETECCION_G7_MULTIREPO_20260623.md","5464","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260618/ACTA_DIA_CORTE_EJECUTORA_20260618.md","operativa/archive/legacy-root/20260618/ACTA_DIA_CORTE_EJECUTORA_20260618.md","20260618","ACTA_DIA_CORTE_EJECUTORA_20260618.md","4041","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260615/ACTA_DIAGNOSTICO_LIMPIEZA_PC_20260615.md","operativa/archive/legacy-root/20260615/ACTA_DIAGNOSTICO_LIMPIEZA_PC_20260615.md","20260615","ACTA_DIAGNOSTICO_LIMPIEZA_PC_20260615.md","2626","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260622/ACTA_OPERACION_CONTINUA_GOBERNADA_20260622.md","operativa/archive/legacy-root/20260622/ACTA_OPERACION_CONTINUA_GOBERNADA_20260622.md","20260622","ACTA_OPERACION_CONTINUA_GOBERNADA_20260622.md","1332","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260615/ACTA_REMANENTE_SUPERFICIES_20260615.md","operativa/archive/legacy-root/20260615/ACTA_REMANENTE_SUPERFICIES_20260615.md","20260615","ACTA_REMANENTE_SUPERFICIES_20260615.md","1033","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260615/ACTA_REPOS_SURFACE_GITHUB_20260615.md","operativa/archive/legacy-root/20260615/ACTA_REPOS_SURFACE_GITHUB_20260615.md","20260615","ACTA_REPOS_SURFACE_GITHUB_20260615.md","851","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260622/ACTA_RUNTIME_CLI_REAL_20260622.md","operativa/archive/legacy-root/20260622/ACTA_RUNTIME_CLI_REAL_20260622.md","20260622","ACTA_RUNTIME_CLI_REAL_20260622.md","1264","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260622/ACTA_RUNTIME_VERSIONING_SNAPSHOTS_20260622.md","operativa/archive/legacy-root/20260622/ACTA_RUNTIME_VERSIONING_SNAPSHOTS_20260622.md","20260622","ACTA_RUNTIME_VERSIONING_SNAPSHOTS_20260622.md","1269","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260615/ACTA_SEMAFORO_VERDE_HISTORICOS_20260615.md","operativa/archive/legacy-root/20260615/ACTA_SEMAFORO_VERDE_HISTORICOS_20260615.md","20260615","ACTA_SEMAFORO_VERDE_HISTORICOS_20260615.md","3957","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/undated/ANCLA_AGENTES_ATOMICOS_ALGORITMICOS.md","operativa/archive/legacy-root/undated/ANCLA_AGENTES_ATOMICOS_ALGORITMICOS.md","undated","ANCLA_AGENTES_ATOMICOS_ALGORITMICOS.md","1565","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/undated/ANCLA_ENERGIA_ATOMICA.md","operativa/archive/legacy-root/undated/ANCLA_ENERGIA_ATOMICA.md","undated","ANCLA_ENERGIA_ATOMICA.md","1000","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/undated/ANCLA_WAVE_ATOMICA_DOCUMENTOS_PC_ROOT_CODEX.md","operativa/archive/legacy-root/undated/ANCLA_WAVE_ATOMICA_DOCUMENTOS_PC_ROOT_CODEX.md","undated","ANCLA_WAVE_ATOMICA_DOCUMENTOS_PC_ROOT_CODEX.md","1218","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/undated/ANCLAS_ON_DEMAND.md","operativa/archive/legacy-root/undated/ANCLAS_ON_DEMAND.md","undated","ANCLAS_ON_DEMAND.md","4525","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/undated/backup-HKCU-Run.reg","operativa/archive/legacy-root/undated/backup-HKCU-Run.reg","undated","backup-HKCU-Run.reg","990","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/undated/backup-HKLM-Run.reg","operativa/archive/legacy-root/undated/backup-HKLM-Run.reg","undated","backup-HKLM-Run.reg","2282","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260616/BINDING_HOME_SESHAT_UI_READY_20260616.md","operativa/archive/legacy-root/20260616/BINDING_HOME_SESHAT_UI_READY_20260616.md","20260616","BINDING_HOME_SESHAT_UI_READY_20260616.md","2608","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260617/BINDING_UI_SESHAT_HOME_ATOMOS_20260617.json","operativa/archive/legacy-root/20260617/BINDING_UI_SESHAT_HOME_ATOMOS_20260617.json","20260617","BINDING_UI_SESHAT_HOME_ATOMOS_20260617.json","1924","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260617/BINDING_UI_SESHAT_HOME_ATOMOS_20260617.md","operativa/archive/legacy-root/20260617/BINDING_UI_SESHAT_HOME_ATOMOS_20260617.md","20260617","BINDING_UI_SESHAT_HOME_ATOMOS_20260617.md","2411","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/undated/BLOCKERS.md","operativa/archive/legacy-root/undated/BLOCKERS.md","undated","BLOCKERS.md","865","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260622/BOUNDARY_CANON_CONFLICT_MATRIX_20260622.csv","operativa/archive/legacy-root/20260622/BOUNDARY_CANON_CONFLICT_MATRIX_20260622.csv","20260622","BOUNDARY_CANON_CONFLICT_MATRIX_20260622.csv","1343","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260622/BOUNDARY_MATRIX_RECONCILIATION_20260622.csv","operativa/archive/legacy-root/20260622/BOUNDARY_MATRIX_RECONCILIATION_20260622.csv","20260622","BOUNDARY_MATRIX_RECONCILIATION_20260622.csv","4407","ARCHIVED_LEGACY_ROOT"
"operativa/archive/legacy-root/20260618/BRANCH_ORGANIZATION_20260618.csv","operativa/archive/legacy-root/20260618/BRANCH_ORGANIZATION_20260618.csv","20260618","BRANCH_ORGANIZATION_20260618.csv","1142","ARCHIVED_LEGACY_ROOT"
